Company Name,Funded Date,Funded Amount,Fund Type,Company Linkedin Url,Website ,Industries,Founded Year
Pure EV,2024-02-19,660000000.0,Series A,https://www.linkedin.com/company/pureevindia,www.pureev.in,Unknown,
Haber,2024-12-11,6000000.0,Debt Financing,https://www.linkedin.com/company/haber-technologies,www.haberwater.com,Unknown,
Scrut Automation,2024-04-02,10000000.0,Private Equity,https://www.linkedin.com/company/scrut-automation,www.scrut.io,Unknown,
Orange Health Labs,2024-12-06,12000000.0,Venture - Series Unknown,https://www.linkedin.com/company/orange-health,www.orangehealth.in,Unknown,
Bhanzu,2024-11-11,16500000.0,Series B,https://www.linkedin.com/company/bhanzu,bhanzu.com,Unknown,
Battery Smart,2024-06-11,65000000.0,Series B,https://www.linkedin.com/company/batterysmart,www.batterysmart.in,Unknown,
Uniqus Consultech,2024-04-18,10000000.0,Series B,https://www.linkedin.com/company/uniqus-consultech,www.uniqus.com,Unknown,
Digantara,2024-02-27,155400000.0,Series A,https://www.linkedin.com/company/digantara/,www.digantara.co.in/,Unknown,
CoRover,2024-09-24,334000000.0,Series A,https://www.linkedin.com/company/corover,CoRover.ai,Unknown,
The Good Bug,2024-10-15,200000000.0,Series A,https://www.linkedin.com/company/the-good-bug,thegoodbug.com,Unknown,
Billion Hearts,2024-11-20,330000000.0,Seed,https://www.linkedin.com/company/billion-hearts-software-technologies,www.billionhearts.co,Unknown,
SatSure,2024-04-02,5000000.0,Series A,https://www.linkedin.com/company/satsure,satsure.co,Unknown,
CredAble,2024-06-12,300000000.0,Debt Financing,https://www.linkedin.com/company/credable.in,www.credable.in,Unknown,
Moneyview,2024-09-12,386400000.0,Venture - Series Unknown,https://www.linkedin.com/company/money-view/,moneyview.in,Unknown,
Ecofy,2024-01-24,900000000.0,Debt Financing,https://linkedin.com/company/ecofyfinance,www.ecofy.co.in,Unknown,
AstroTalk,2024-06-03,783000000.0,Series A,https://www.linkedin.com/company/astrotalk-online-astrology-predictions/,astrotalk.com/,Unknown,
AppsForBharat,2024-09-10,1510000000.0,Series B,https://www.linkedin.com/company/appsforbharat,appsforbharat.com,Unknown,
dezerv.,2024-07-09,2650000000.0,Series B,https://www.linkedin.com/company/dezerv-in,www.dezerv.in,Unknown,
Solinas Integrity,2024-05-28,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/solinasin,solinas.in,Unknown,
Qure AI,2024-06-25,65000000.0,Series D,https://www.linkedin.com/company/qure.ai,qure.ai,Unknown,
Even,2024-10-23,30000000.0,Series A,https://www.linkedin.com/company/even-healthcare/,even.in,Unknown,
Vidyut,2024-02-20,5000000.0,Debt Financing,https://www.linkedin.com/company/vidyuttech/,www.vidyuttech.com/,Unknown,
GlobalBees,2024-02-06,1500000000.0,Debt Financing,https://www.linkedin.com/company/globalbees/,www.globalbees.com/,Unknown,
abCoffee,2024-03-08,281000000.0,Series A,https://www.linkedin.com/company/abcoffee-india,abcoffee.in,Unknown,
Scimplifi,2024-08-01,9500000.0,Series A,https://www.linkedin.com/company/scimplifi,www.scimplifi.com,Unknown,
Finarkein Analytics,2024-08-27,4750000.0,Seed,https://www.linkedin.com/company/finarkein/,finarkein.com,Unknown,
SkinInspired,2024-07-15,122500000.0,Seed,https://www.linkedin.com/company/skininspired/,skininspired.in,Unknown,
Nurix AI,2024-09-24,27500000.0,Seed,https://www.linkedin.com/company/nurixai,www.nurix.ai,Unknown,
Yoho,2024-10-15,270000000.0,Series B,https://in.linkedin.com/company/yoholifestyle,yoholife.in,Unknown,
Sprinto,2024-04-09,20000000.0,Series B,https://www.linkedin.com/company/sprinto-com,www.sprinto.com,Unknown,
Lendingkart,2024-06-03,1000000000.0,Debt Financing,https://www.linkedin.com/company/lendingkart,www.lendingkart.com,Unknown,
Ecozen,2024-05-06,240000000.0,Venture - Series Unknown,http://in.linkedin.com/company/ecozen-solutions,ecozensolutions.com,Unknown,
Awign,2024-07-05,24500000.0,Series C,https://www.linkedin.com/company/awign-enterprises,www.awign.com,Unknown,
Lissun,2024-09-30,200000000.0,Seed,https://www.linkedin.com/company/lissun,www.lissun.app/,Unknown,
BigHaat,2024-02-07,695000000.0,Series C,https://www.linkedin.com/company/bighaat-india,www.bighaat.com,Unknown,
Fourth Partner Energy,2024-08-06,275000000.0,Private Equity,https://www.linkedin.com/company/fourth-partner-energy-private-limited,fourthpartner.co,Unknown,
Pandorum Technologies,2024-03-19,880000000.0,Series B,,pandorum.com,Unknown,
Matter,2024-06-26,826000000.0,Series B,https://www.linkedin.com/company/matterindia,matter.in,Unknown,
OneCard,,5000000.0,â€”,https://www.linkedin.com/showcase/onecard-app,www.getonecard.app/,Unknown,
Foxtale,2024-06-12,1500000000.0,Series B,https://www.linkedin.com/company/foxtale-skin/,foxtale.in/,Unknown,
Techjockey,2024-09-19,74000000.0,Angel,https://www.linkedin.com/company/techjockey,www.techjockey.com/,Unknown,
GenWise,2023-04-12,3500000.0,Seed,https://www.linkedin.com/company/genwiseofficial/,www.genwise.club/,Unknown,
Droom,2024-03-21,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/droom-in,droom.in/,Unknown,
Agrim Wholesale,2024-08-30,17300000.0,Series B,https://www.linkedin.com/company/agrimwholesale,www.agrim.app,Unknown,
Vridhi Home Finance,2024-10-29,3100000000.0,Series B,,www.vridhihomefinance.com,Unknown,
Recykal,2024-04-10,1100000000.0,Series B,https://www.linkedin.com/company/recykal/,recykal.com/,Unknown,
G.O.A.T Brand Labs,2024-07-08,1750000000.0,Venture - Series Unknown,https://www.linkedin.com/company/goatbrandlabs,www.goatbrandlabs.com,Unknown,
Kazam,2024-08-11,8000000.0,Series A,https://www.linkedin.com/company/kazam-ev,www.kazam.in,Unknown,
Namma Yatri,2024-07-16,920000000.0,Seed,https://www.linkedin.com/company/nammayatri,nammayatri.in,Unknown,
Osian,2024-03-18,110000000.0,Seed,https://www.linkedin.com/company/beatovenai,www.beatoven.ai/,Unknown,
Renee Cosmetics,2024-07-13,1000000000.0,Series B,https://www.linkedin.com/company/renee-cosmetics,www.reneecosmetics.in,Unknown,
Fresh From Farm,2024-05-02,2000000.0,Seed,https://www.linkedin.com/company/farmingv2/,freshfromfarm.in/,Unknown,
Ambak,2024-10-24,3000000.0,Seed,https://www.linkedin.com/company/ambakofficial/,www.ambak.com/,Unknown,
Beyoung,2024-02-19,5000000.0,Venture - Series Unknown,https://in.linkedin.com/company/beyoung-in,www.beyoung.in,Unknown,
Centricity,2024-09-12,20000000.0,Seed,https://www.linkedin.com/company/centricity-wealthtech/,www.centricity.co.in/,Unknown,
Agrizy,2024-08-05,820000000.0,Series A,https://www.linkedin.com/company/agrizy,agrizy.in,Unknown,
Wealthy,2024-05-30,450000000.0,Venture - Series Unknown,https://www.linkedin.com/company/wealthy-in,www.wealthy.in,Unknown,
SuperKalam,2024-05-22,163000000.0,Seed,https://www.linkedin.com/company/superkalam/,superkalam.com,Unknown,
Explurger,2024-02-14,373000000.0,Series A,https://www.linkedin.com/company/explurger/,www.explurger.com/,Unknown,
Kaleidofin,2024-09-18,1155000000.0,Venture - Series Unknown,https://www.linkedin.com/company/kaleidofin/,kaleidofin.com,Unknown,
Niqo Robotics,2024-05-01,13000000.0,Series B,https://www.linkedin.com/company/niqorobotics/about/,niqorobotics.com/,Unknown,
Traya Health,2024-04-02,750000000.0,Series A,https://www.linkedin.com/company/trayahealth,traya.health,Unknown,
Volt Money,2023-06-20,123000000.0,Pre-Seed,https://www.linkedin.com/company/voltmoney/about/,www.voltmoney.in/,Unknown,
Wiom,2023-07-27,1400000000.0,Series A,https://www.linkedin.com/company/wiom,wiom.in,Unknown,
Segwise,2024-07-18,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/segwise-ai,segwise.ai?utm_source=businessdirectory,Unknown,
Grip Invest,2024-01-09,700000000.0,Series B,https://www.linkedin.com/company/gripinvest,gripinvest.in,Unknown,
Nasher Miles,2024-07-25,328000000.0,Convertible Note,https://www.linkedin.com/company/nasher-miles,www.nashermiles.com,Unknown,
Stan,2024-09-11,184000000.0,Secondary Market,https://www.linkedin.com/company/getstan,getstan.app,Unknown,
Datazip,2024-10-10,84000000.0,Seed,https://www.linkedin.com/company/datazipio,datazip.io/,Unknown,
CheQ Digital,2024-04-27,535000000.0,Seed,https://www.linkedin.com/company/cheq-one,www.cheq.one/,Unknown,
Aquaconnect,2024-01-31,4000000.0,Series B,https://www.linkedin.com/company/aquaconnect1,aquaconnect.blue,Unknown,
Landeed,2024-06-18,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/landeed,www.landeed.com,Unknown,
Simplismart,2024-07-18,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/simplismart,www.simplismart.ai/,Unknown,
SigTuple,2024-08-06,330000000.0,Series C,https://www.linkedin.com/company/sigtuple,www.sigtuple.com,Unknown,
Wint Wealth,2022-05-20,1120000000.0,Series A,https://www.linkedin.com/company/wintwealth/mycompany/,www.wintwealth.com,Unknown,
LiaPlus AI,2024-09-05,20000000.0,Seed,https://www.linkedin.com/company/liaplus,www.liaplus.com,Unknown,
KheloMore,2024-07-29,2000000.0,Seed,https://www.linkedin.com/company/khelomore/,www.khelomore.com,Unknown,
Dezy,2024-10-08,500000000.0,Convertible Note,https://www.linkedin.com/company/smilesdotai/,www.dezy.com/in,Unknown,
Protean eGov Technologies,2024-05-21,1501600000.0,Secondary Market,https://www.linkedin.com/company/nsdl_e-gov,egov-nsdl.co.in,Unknown,
Vaaree,2024-05-24,207800000.0,Seed,https://www.linkedin.com/company/vaareehome,vaaree.com,Unknown,
Karkhana.io,2024-11-20,5000000.0,Secondary Market,https://www.linkedin.com/company/karkhana-io/,karkhana.io/,Unknown,
Slurrp Farm,2024-01-08,599000000.0,Series C,https://www.linkedin.com/company/wholsum-foods-pvt-ltd-slurrp-farm/,slurrpfarm.com/,Unknown,
FREED,2024-03-13,600000000.0,Series A,https://www.linkedin.com/company/freeddsc,freed.care,Unknown,
ChargeZone,2024-04-30,1600000000.0,Venture - Series Unknown,https://www.linkedin.com/company/chargezone/,www.chargezone.co/,Unknown,
Vayana Network,2024-07-30,1708000000.0,Series D,https://www.linkedin.com/company-beta/692411/,vayana.com/,Unknown,
Wishlink,2024-02-05,7000000.0,Series A,https://www.linkedin.com/company/shop-wishlink,home.wishlink.com,Unknown,
Otipy,2022-03-07,2350000000.0,Series B,https://www.linkedin.com/company/otipy/,www.otipy.com/home,Unknown,
Niro,2024-05-10,4300000.0,Series B,https://www.linkedin.com/company/niromoney,niro.money,Unknown,
Akshayakalpa,2024-01-10,1000000000.0,Series C,https://www.linkedin.com/company/akshayakalpa,akshayakalpa.org,Unknown,
Popclub,2024-06-19,200000000.0,Seed,,www.popclub.co/,Unknown,
CureBay,2024-01-05,618000000.0,Series A,https://www.linkedin.com/company/curebay,www.curebay.com,Unknown,
5C Network,2024-04-12,255000000.0,Venture - Series Unknown,https://www.linkedin.com/company/5c-network,5cnetwork.com,Unknown,
Fyllo,2024-05-30,330000000.0,Series A,https://www.linkedin.com/company/fyllo/,www.fyllo.in,Unknown,
DrinkPrime,2024-05-15,249777000.0,Venture - Series Unknown,https://www.linkedin.com/company/10224858/,www.drinkprime.in,Unknown,
Eka.Care,2022-07-19,15000000.0,Series A,https://www.linkedin.com/company/ekacare/about/,www.eka.care/,Unknown,
Serentica Renewables,2024-01-08,35000000000.0,Debt Financing,https://www.linkedin.com/company/serenticaglobal,www.serenticaglobal.com,Unknown,
CureSkin,2024-03-13,20000000.0,Series B,https://www.linkedin.com/company/heallo.ai/,cureskin.com,Unknown,
Blitzscale Technologies,2024-08-07,652000000.0,Series B,https://www.linkedin.com/company/blitzscale/,blitzscale.co,Unknown,
Groyyo,2024-01-18,400000000.0,Debt Financing,https://www.linkedin.com/company/groyyo/,www.groyyo.com/,Unknown,
Eekifoods,2024-01-05,250900.0,Series A,https://www.linkedin.com/company/eekifoods/about/,eekifoods.com/,Unknown,
KisanKonnect,2024-08-29,5000000.0,Seed,https://www.linkedin.com/company/kisankonnect,www.kisankonnect.in,Unknown,
GrayQuest,2024-09-20,530000000.0,Series B,https://www.linkedin.com/company/grayquest,www.grayquest.com,Unknown,
Skippi Ice Pops,2024-05-28,100000000.0,Seed,https://www.linkedin.com/company/skippiicepops/,skippi.in/,Unknown,
Upswing Financial Technologies,2024-01-17,4200000.0,Seed,https://www.linkedin.com/company/upswing-financial-technologies/about/,upswing.one/,Unknown,
Perpetuity Capital,2024-07-15,70000000.0,Debt Financing,https://in.linkedin.com/company/perpetuity-capital,perpetuitycapital.in,Unknown,
Auxilo,2024-07-23,1000000000.0,Debt Financing,https://www.linkedin.com/company/auxilo/,www.auxilo.com,Unknown,
FreshBus,2024-08-13,439000000.0,Series A,https://www.linkedin.com/company/freshbus_india/,www.freshbus.com/,Unknown,
LearnTube,2024-10-08,2000000.0,Seed,https://www.linkedin.com/company/careerninja/,learntube.ai,Unknown,
AgNext Technologies,2024-06-25,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/agnextworld,www.agnext.com,Unknown,
THE HOUSE OF RARE,2024-06-28,1500000000.0,Venture - Series Unknown,https://in.linkedin.com/company/rare-rabbit,thehouseofrare.com/,Unknown,
Yotuh Energy,2024-08-19,15300000.0,Seed,https://www.linkedin.com/company/yotuh-energy/,yotuh.com/,Unknown,
HROne,2024-09-11,330000000.0,Series B,https://www.linkedin.com/company/hronecloud/,hrone.cloud/,Unknown,
NoPo Nanotechnologies,2024-05-22,249000000.0,Seed,https://www.linkedin.com/company/nopo-nanotechnologies-india-pvt-ltd,www.nopo.in,Unknown,
Exponent Energy,2023-12-14,26400000.0,Series B,https://www.linkedin.com/company/exponent-energy/,www.exponent.energy/,Unknown,
LOBB,2024-07-04,242000000.0,Seed,https://www.linkedin.com/company/lobb,lobb.in,Unknown,
Bluecopa,2024-09-18,149000000.0,Seed,https://www.linkedin.com/company/bluecopa/,www.bluecopa.com/,Unknown,
Futwork,2024-09-12,209000000.0,Series A,https://www.linkedin.com/company/futwork/?originalSubdomain=in,futwork.com/,Unknown,
O'hi App,2024-06-26,80000000.0,Seed,https://www.linkedin.com/company/o-hi-social-network/,www.ohiapp.com,Unknown,
Commenda,2024-08-06,6111998.0,Venture - Series Unknown,https://www.linkedin.com/company/commenda/about/,commenda.io/,Unknown,
Care.Fi,2024-09-26,80000000.0,Debt Financing,https://www.linkedin.com/company/care-fi,www.carefi.in,Unknown,
SingleInterface,2024-04-04,30000000.0,Venture - Series Unknown,https://www.linkedin.com/company/singleinterface,www.singleinterface.com,Unknown,
Timbuckdo Innovations,2024-07-10,20000000.0,Seed,https://www.linkedin.com/company/timbuckdo/,www.timbuckdo.com,Unknown,
Castler,2023-09-26,5500000.0,Seed,https://www.linkedin.com/company/castler,castler.com,Unknown,
NewSpace,2024-03-01,33000000.0,Venture - Series Unknown,https://www.linkedin.com/company/newspacert,www.newspace.co.in,Unknown,
Sunfox Technologies,2024-08-28,200000000.0,Seed,https://www.linkedin.com/company/sunfox,sunfox.in,Unknown,
Indkal Technologies,2024-06-12,3000000000.0,Series A,https://www.linkedin.com/company/indkal-technologies-pvt-ltd,indkal.com,Unknown,
iBus Networks & Infrastructure,2024-09-17,2800000000.0,Private Equity,https://www.linkedin.com/company/ibus-networks?trk=nav_account_sub_nav_company_admin,www.ibusnetworks.com/,Unknown,
Llumo AI,2024-08-21,80000000.0,Seed,https://www.linkedin.com/company/llumoai,www.llumo.ai,Unknown,
Ayna,2024-06-18,1500000.0,Seed,https://www.linkedin.com/company/getayna,getayna.com,Unknown,
Rubick.ai,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/rubick-ai/,www.rubick.ai,Unknown,
Two Brothers Organic Farms,2024-06-25,582500000.0,Series A,https://www.linkedin.com/company/two-brothers-organic-farms,twobrothersindiashop.com,Unknown,
Clodura.AI,2024-06-06,2000000.0,Seed,https://www.linkedin.com/company/clodura-systems/,www.clodura.ai/,Unknown,
The Health Factory,2024-09-25,3500000.0,Seed,https://www.linkedin.com/company/the-health-factory/,thehealthfactory.in,Unknown,
Multipl,2024-07-17,120000000.0,Seed,https://www.linkedin.com/company/multiplapp,multipl.xyz,Unknown,
Zintlr,2024-09-30,75000000.0,Seed,https://www.linkedin.com/company/zintlr/,zintlr.com,Unknown,
Zvolv,2024-02-28,160000000.0,Venture - Series Unknown,https://www.linkedin.com/company/zestl/,zvolv.com/,Unknown,
FabAlley,2024-05-27,375000000.0,Venture - Series Unknown,https://www.linkedin.com/company/faballey,www.faballey.com,Unknown,
Nected,2024-07-31,1500000.0,Seed,https://www.linkedin.com/company/nected-ai,nected.ai,Unknown,
Figr,2024-10-09,2250000.0,Seed,https://www.linkedin.com/company/figrdesign/,figr.design/,Unknown,
Frammer AI,2024-10-07,2000000.0,Seed,https://www.linkedin.com/company/frammer-ai,frammer.com,Unknown,
EyeROV,2024-08-13,100000000.0,Seed,https://www.linkedin.com/company/eyerov,eyerov.com/,Unknown,
Glamplus,2024-01-10,165000000.0,Seed,https://www.linkedin.com/company/glamplus,glamplus.in/,Unknown,
Ticket9,2024-09-18,5000000.0,Undisclosed,https://www.linkedin.com/company/theticket9,theticket9.com,Unknown,
Watch Your Health,2024-07-02,417000000.0,Series A,https://www.linkedin.com/company/watch-your-health,www.watchyourhealth.com,Unknown,
Up,2024-07-18,5000000.0,Non-equity Assistance,http://www.linkedin.com/company/react-labs-pvt-ltd,www.upliance.ai,Unknown,
MyCaptain,2024-03-07,140000000.0,Seed,https://www.linkedin.com/company/mycaptain-in,www.mycaptain.in/,Unknown,
PrivaSapien,2024-07-18,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/privasapien/,www.privasapien.com/,Unknown,
FlexifyMe,2024-01-10,100000000.0,Seed,https://www.linkedin.com/company/flexifyme/,www.flexifyme.com/,Unknown,
Kuhoo,2022-03-01,1500000000.0,Seed,https://www.linkedin.com/company/kuhoo-edufintech,kuhoo.com/,Unknown,
Circuit House Technologies,2024-07-11,360000000.0,Seed,https://www.linkedin.com/company/circuit-house-tech,circuithouse.tech,Unknown,
Gullak.Money,2023-01-19,244000000.0,Seed,https://www.linkedin.com/company/gullak-money,gullak.money,Unknown,
Matrix Gas & Renewables,2024-03-06,3500000000.0,Venture - Series Unknown,https://www.linkedin.com/company/matrix-gas-and-renewables,www.matrixgas.in,Unknown,
Hippo Innovations Pvt LTD,2024-07-31,33000000.0,Seed,https://www.linkedin.com/company/hippoinnovations/,www.hippoinnovations.com/,Unknown,
Tailcall,2024-10-22,3000000.0,Seed,https://www.linkedin.com/company/tailcall,tailcall.run,Unknown,
Stylework Innovation Hub,2024-05-16,10000000.0,Series A,https://www.linkedin.com/company/style-work/,www.stylework.city/,Unknown,
Tuco Intelligent,2024-09-24,167000000.0,Seed,https://www.linkedin.com/company/beintelligent/,beintelligent.in/,Unknown,
Meolaa,2023-10-10,166000000.0,Seed,https://www.linkedin.com/company/meolaa,meolaa.com,Unknown,
Hitwicket,2024-04-02,5000000.0,Angel,https://www.linkedin.com/company/2231461/admin/,hitwicket.com/,Unknown,
PYOR,2023-05-18,330000000.0,Seed,https://www.linkedin.com/company/pyorxyz/,www.pyor.xyz,Unknown,
Wootz.work,2023-08-22,290000000.0,Seed,https://www.linkedin.com/company/wootz-work,www.wootz.work,Unknown,
LoanKuber,2024-08-23,3500000.0,Series B,,www.loankuber.com,Unknown,
infinyte.club,2024-08-12,302000000.0,Seed,https://www.linkedin.com/company/infinyte-club,www.infinyte.club,Unknown,
Honestly,2024-07-18,32000000.0,Pre-Seed,https://www.linkedin.com/company/honestlyclub,www.honestly.club,Unknown,
VECROS,2024-08-26,5000000.0,Seed,https://www.linkedin.com/company/vecros/,www.vecros.com,Unknown,
3SC,2024-05-13,310000000.0,Venture - Series Unknown,https://www.linkedin.com/company/ss-supply-chain-solution,3scsolution.com,Unknown,
Zippee,2023-06-28,1600000.0,Seed,https://www.linkedin.com/company/zippee,zippee.delivery,Unknown,
Tap Invest,2023-10-18,2000000.0,Seed,https://www.linkedin.com/company/leafround,tapinvest.in,Unknown,
Nestasia,2024-09-10,700000000.0,Venture - Series Unknown,https://www.linkedin.com/company/nestasia/,nestasia.in/,Unknown,
Skye Air Mobility,2024-06-11,4000000.0,Series A,https://www.linkedin.com/company/skyeairmobility,skyeair.tech,Unknown,
Walko,2024-02-21,1658000000.0,Series B,https://www.linkedin.com/company/walko-food-company-private-limited,walkofood.com/,Unknown,
Mesa School of Business,2023-04-20,340000000.0,Seed,https://www.linkedin.com/company/mesa-school-of-business,www.mesaschool.co,Unknown,
Inspecity,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/inspecity,www.inspecity.com,Unknown,
Chargeup,2024-08-31,10200000.0,Non-equity Assistance,https://www.linkedin.com/company/chargeup-solutions-pvt-ltd,echargeup.com,Unknown,
Genworks,2024-08-08,410000000.0,Venture - Series Unknown,https://www.linkedin.com/company/genworks-health,www.genworkshealth.com,Unknown,
Comet,2024-07-01,423000000.0,Series A,https://www.linkedin.com/company/thecometuniverse/,www.wearcomet.com,Unknown,
ShipGlobal.in,2023-11-30,20800000.0,Seed,https://www.linkedin.com/company/shipglobalin,shipglobal.in,Unknown,
Happi Planet,2024-02-13,84700000.0,Seed,https://www.linkedin.com/company/happi-planet,www.happi-planet.com,Unknown,
Immuneel Therapeutics,2024-07-10,1000000000.0,Series A,https://www.linkedin.com/company/immuneel-therapeutics-private-limited,immuneel.com,Unknown,
Farmako,2024-08-11,1600000.0,Seed,https://www.linkedin.com/company/farmako-in/,farmako.in/,Unknown,
Mayhem Studios,2024-07-26,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/mayhemstudios,mayhem-studios.com/,Unknown,
The Happy Company Â®,2024-04-01,3000000.0,Seed,https://www.linkedin.com/company/happycompanyhq/,www.chaicup.co,Unknown,
Fleek,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/getfleekapp/,www.getfleek.app/,Unknown,
Holiday Tribe,2024-10-07,54000000.0,Seed,https://www.linkedin.com/company/holidaytribe,www.holidaytribe.com,Unknown,
CapGrid Solutions,2023-01-30,7000000.0,Series A,https://in.linkedin.com/company/capgrid,www.capgridsolutions.com,Unknown,
NAYAN,2024-10-07,2000000.0,Seed,https://www.linkedin.com/company/nayancam,nayan.co/,Unknown,
NeuralGarage,2024-09-13,1000000.0,Grant,https://www.linkedin.com/company/neuralgarage,www.neuralgarage.com,Unknown,
aastey,2022-02-23,100000000.0,Seed,https://www.linkedin.com/company/aastey/,aastey.com/,Unknown,
Fabriclore,2024-07-02,133000000.0,Seed,https://www.linkedin.com/company/fabriclore/,fabriclore.com/,Unknown,
Oben Electric,2023-06-27,13952356.0,Seed,https://www.linkedin.com/company/oben-ev/,www.obenev.com/,Unknown,
Strique,2024-05-31,10000000.0,Series A,https://www.linkedin.com/company/strique,www.strique.io/,Unknown,
Kommunicate,2024-07-18,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/13623163/,www.kommunicate.io/,Unknown,
Altum Credo,2024-04-18,27000000.0,Series C,https://www.linkedin.com/company/altum-credo,www.altumcredo.com/,Unknown,
Nutrabay,2024-09-02,5000000.0,Series A,https://in.linkedin.com/company/nutrabay.com,nutrabay.com,Unknown,
3DAiLY,2024-07-15,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/my3dmeta,3daily.ai,Unknown,
Pharmallama,2023-03-02,20000000.0,Seed,,www.pharmallama.com,Unknown,
Clear Premium Water,2024-03-14,450000000.0,Private Equity,https://www.linkedin.com/company/clearpani,www.clearpani.com,Unknown,
SalarySe,2024-01-02,437100000.0,Seed,https://www.linkedin.com/company/salaryse2023/,www.salaryse.com,Unknown,
OnFinance AI,2024-02-16,5000000.0,Seed,https://www.linkedin.com/company/onfinanceofficial,onfinance.ai,Unknown,
The Pant Project,2024-06-19,4250000.0,Series A,https://www.linkedin.com/company/thepantproject,pantproject.com,Unknown,
BEN & GAWS,2024-08-23,3000000.0,Seed,https://www.linkedin.com/company/ben-gaws-private-limited,www.bengaws.com/,Unknown,
LXME,2024-06-25,100000000.0,Seed,https://www.linkedin.com/company/lxme/,lxme.in/,Unknown,
BGauss,2022-04-27,520000000.0,Series A,https://www.linkedin.com/company/bgauss/,www.bgauss.com/,Unknown,
Fello,2023-01-05,4000000.0,Seed,https://in.linkedin.com/company/fellofinance,www.fello.in,Unknown,
La Renon,2024-04-16,6000000000.0,Secondary Market,https://www.linkedin.com/company/584153?trk=prof-exp-company-name,www.larenon.com,Unknown,
The Betel Leaf Co.,2024-05-16,100000000.0,Venture - Series Unknown,https://in.linkedin.com/company/thebetelleafco,thebetelleafco.com/,Unknown,
Boba Bhai,2024-04-24,125000000.0,Seed,https://www.linkedin.com/company/boba-bhaii,www.bobabhai.com,Unknown,
PlatinumRx,2024-04-08,66000000.0,Seed,https://www.linkedin.com/company/platinumrx,www.platinumrx.in,Unknown,
The bakerâ€™s dozen,2024-01-11,330000000.0,Seed,https://www.linkedin.com/company/the-baker's-dozen,thebakersdozen.in,Unknown,
Visit,2024-08-07,2500000000.0,Private Equity,https://www.linkedin.com/company/visit-internet-services-pvt--ltd-,getvisitapp.com,Unknown,
Orbo.ai,2024-09-13,1000000.0,Grant,https://www.linkedin.com/company/orbo/,orbo.ai/,Unknown,
Rays Power Infra,2024-07-24,1270000000.0,Undisclosed,https://www.linkedin.com/company/rays-power-infra,www.rayspowerinfra.com/,Unknown,
MatchLog,2024-04-25,1500000.0,Seed,https://www.linkedin.com/company/matchlog-solutions-pvt-ltd/,matchlog.delivery/,Unknown,
Wingreens Farms,2024-07-23,4300000.0,Debt Financing,https://www.linkedin.com/company/wingreens,www.wingreensfarms.com/,Unknown,
Pointo,2024-04-30,62000000.0,Seed,https://www.linkedin.com/company/pointoindia,pointo.in,Unknown,
Ai Health Highway,2024-10-04,1000000.0,Seed,https://www.linkedin.com/company/ai-highway-inc,aisteth.com/,Unknown,
INCLUD,2024-04-18,125000000.0,Seed,https://www.linkedin.com/company/aspiringbrands,includ.com,Unknown,
Expertia.AI,2024-02-16,5000000.0,Non-equity Assistance,https://in.linkedin.com/company/expertia-ai,www.expertia.ai,Unknown,
BatX Energies,2023-12-19,5000000.0,Seed,https://www.linkedin.com/company/batxenergies,batxenergies.com,Unknown,
BebeBurp,2024-08-02,80000000.0,Seed,https://www.linkedin.com/company/bebe-burp/,bebeburp.com/about-us/,Unknown,
InCruiter,2024-01-08,11000000.0,Debt Financing,https://linkedin.com/in/incruiter,incruiter.com,Unknown,
BALWAAN Agri,2024-06-19,400000000.0,Series A,https://www.linkedin.com/company/balwaanagri/,www.balwaan.com/,Unknown,
SEDEMAC,2024-05-30,91000000.0,Secondary Market,https://www.linkedin.com/company/sedemac-mechatronics/,www.sedemac.com,Unknown,
Creanovation,2024-08-17,330000000.0,Series A,https://www.linkedin.com/company/ctplofficial,ctpl.io/,Unknown,
BioPrime AgriSolutions,2024-10-08,6000000.0,Series A,https://in.linkedin.com/company/bioprimeagri,www.bioprimeagri.com/,Unknown,
Butterfly Learnings,2024-04-10,320000000.0,Series A,https://www.linkedin.com/company/butterfly-learnings/,www.butterflylearnings.com/,Unknown,
Etrav,2024-04-01,330000000.0,Corporate Round,https://www.linkedin.com/company/e-trav-tech-private-limited,www.etrav.tech,Unknown,
Blackrock Microsystems,2024-05-06,12368642.0,Venture - Series Unknown,https://www.linkedin.com/company/blackrock-microsystems/,blackrockmicro.com/,Unknown,
eFeed,2024-05-14,100000.0,Seed,https://www.linkedin.com/company/efeedonline/,efeed.in,Unknown,
unScript.ai,2024-09-13,1000000.0,Grant,https://www.linkedin.com/company/unscriptai,www.unscript.ai/enterprise,Unknown,
Favcy,2024-08-19,18000000.0,Venture - Series Unknown,https://www.linkedin.com/company/favcy/,favcy.com,Unknown,
