Company Name,Funded Date,Funded Amount,Fund Type,Company Linkedin Url,Website ,Industries,Founded Year
EpikInDiFi,2024-09-17,5000000.0,Corporate Round,,www.epikindifi.com,Unknown,
Docube Healthcare,2024-04-02,5000000.0,Seed,https://www.linkedin.com/company/docube-healthcare/,www.docube.in/,Unknown,
Anatomech,2024-02-09,5000000.0,Pre-Seed,https://www.linkedin.com/company/anatomech,www.anatomech.co,Unknown,
SWIZZLE,2024-03-05,5000000.0,Seed,https://www.linkedin.com/company/swizzleindia,swizzlesyrups.com/,Unknown,
Cynapse,2024-05-07,5000000.0,Non-equity Assistance,https://www.linkedin.com/in/romasha,www.cynapse.com,Unknown,
Aeroin SpaceTech,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/aeroinspacetech,www.aeroin.space,Unknown,
Mannjal,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/mannjal/,www.mannjal.com/,Unknown,
Awarathon,2024-02-24,5000000.0,Seed,https://www.linkedin.com/company/awarathon,awarathon.com/,Unknown,
Humanli.Ai,2023-06-13,5000000.0,Seed,https://www.linkedin.com/company/humanli-ai,humanli.ai/contact-us,Unknown,
Yaary,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/yaary/?originalSubdomain=in,yaary.in/,Unknown,
Doto Kids,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/doto-kids/,www.dotokids.com/,Unknown,
Iluvia,2024-02-15,5000000.0,Series A,https://www.linkedin.com/company/renaura,www.iluviapro.com,Unknown,
Navata Supply Chain Solutions,2024-07-11,5000000.0,Seed,https://www.linkedin.com/company/navatascs,navatascs.com,Unknown,
Consint,2024-07-18,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/consint-ai/,consint.ai/,Unknown,
TailBlaze,2024-08-23,5000000.0,Seed,https://www.linkedin.com/company/tailblaze,tailblaze.in,Unknown,
Lazy Cocktails & Co,2024-06-19,5000000.0,Seed,https://www.linkedin.com/company/lazycocktails,lazycocktail.com,Unknown,
TaxGenie,2024-06-18,5000000.0,Corporate Round,https://www.linkedin.com/in/Tax-Genie/,taxgenie.in/,Unknown,
Depo 24,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/depo-24/?originalSubdomain=in,depo24.in/,Unknown,
Davos Protocol,2023-02-01,5000000.0,Seed,,davos.xyz,Unknown,
NIKOL EV,2023-05-24,5000000.0,Pre-Seed,https://www.linkedin.com/company/nikol-ev-charging-station,nikolev.in,Unknown,
smart udyog,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/smartudyog/,www.smartudyog.in/,Unknown,
AkashaLabdhi,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/akashalabdhi-pvt-ltd/?originalSubdomain=in,akashalabdhi.space/products,Unknown,
Kaatil,2024-09-17,5000000.0,Seed,https://www.linkedin.com/company/smercfnb/,www.kaatil.in,Unknown,
Datachecks,2024-09-01,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/datachecks-dcs,www.datachecks.io,Unknown,
WEBGITS24 | Witanex Technologies,2024-06-30,5000000.0,Pre-Seed,https://www.linkedin.com/company/webgits24/,www.webgits24.com/,Unknown,
Pramatra Space,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/pramatra-space,pramatra.space,Unknown,
Advick AgVenture,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/advick-agventure/?originalSubdomain=in,advick.space,Unknown,
Ellementry,2024-05-04,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/ellementryhome/?originalSubdomain=in,www.ellementry.com/,Unknown,
Beanly,2024-02-05,5000000.0,Seed,https://www.linkedin.com/company/beanly-coffee/,www.beanlycoffee.com/,Unknown,
TARDID Technologies.,2024-03-06,5000000.0,Venture - Series Unknown,https://in.linkedin.com/company/tardid-technologies-pvt-ltd,www.tardidtech.com/,Unknown,
Medius.AI,,5000000.0,â€”,https://www.linkedin.com/company/themedius-ai,themedius.ai,Unknown,
The Arc,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/thearchq/,thearcweb.com/,Unknown,
Babynama,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/babynama/,babynama.com/,Unknown,
Agnihotri Aerospace,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/agnihotri-aerospace/?originalSubdomain=in,agnihotriaerospace.com,Unknown,
Revidd,2022-05-30,5000000.0,Seed,https://www.linkedin.com/company/revidd,revidd.com/,Unknown,
Arctus Aerospace,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/arctusaerospace/,arctus.space/,Unknown,
CtrlB,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/ctrlb-hq/,ctrlb.ai/,Unknown,
Alfaleus Technology,2024-05-29,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/alfaleustech/,alfaleus.in/,Unknown,
Rio Innobev,2024-03-14,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/silver-ice-beverages,enjoyrio.in,Unknown,
Multiplayr,2024-02-29,5000000.0,Pre-Seed,https://www.linkedin.com/company/multiplayr/,www.multiplayr.gg,Unknown,
Polka Pop,2023-04-12,5000000.0,Pre-Seed,https://www.linkedin.com/company/polkapop/about/,polkapop.in/,Unknown,
NEMA AI,2024-04-05,5000000.0,Seed,https://www.linkedin.com/company/nema-ai,nemaai.com,Unknown,
The Solved Skin,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/thesolvedskin/?originalSubdomain=in,thesolvedskin.com/,Unknown,
Nukleus,2024-08-23,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/nukleuscoworking/,www.nukleus.work/,Unknown,
GroundUp,2023-05-01,5000000.0,Seed,https://www.linkedin.com/company/astra-education/,www.groundup.school/,Unknown,
Proximal Soilsens Technologies,2024-03-21,5000000.0,Seed,https://www.linkedin.com/company/soilsens,www.soilsens.com/,Unknown,
DealBasket,2023-03-02,5000000.0,Seed,https://www.linkedin.com/company/dealbasket,www.dealbasket.co.in,Unknown,
ValuEnable,2023-09-30,5000000.0,Pre-Seed,https://www.linkedin.com/company/valuenable,valuenable.in,Unknown,
MyGenie,2024-04-01,5000000.0,Seed,https://www.linkedin.com/company/bookmygenie/,www.mygenieprojects.com/,Unknown,
Solfin,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/solfin-sustainable-financing/,solfin.co.in/,Unknown,
Molequle,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/molequle/,molequle.biz/,Unknown,
Onnes Cryogenics,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/onnes-cryogenics,onnes.in/,Unknown,
Carbonstrong,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/carbonstrong/,carbonstrong.in/,Unknown,
Hi Hello,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/hihelloapp/,www.hihelloapp.com/,Unknown,
Asin Organic,2024-03-10,5000000.0,Series A,https://www.linkedin.com/company/asin-organic/,asinorganic.com,Unknown,
ReShield,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/get-reshield/,www.reshield.io/,Unknown,
Zwilling Labs,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/zwillinglabs/?originalSubdomain=in,zwillinglabs.ai/,Unknown,
Brisil,2019-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/brisil-technologies-private-limited/,www.brisil.com,Unknown,
Grab Your Reviews,2024-06-10,5000000.0,Series A,https://www.linkedin.com/company/grab-your-reviews,grabyourreviews.com/,Unknown,
Weavings Manpower Solutions,2024-08-08,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/weavings-manpower-solutions-pvt-ltd-,www.weavings.in,Unknown,
FuturElectra,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/futurelectra/,www.futurelectra.com,Unknown,
SalesAgents AI,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/salesagents-ai/,www.salesagents.ai/,Unknown,
Radhamani,2024-07-11,5000000.0,Secondary Market,https://www.linkedin.com/company/radhamani-export-limited,radhamanigroup.com,Unknown,
Devigere Biosolutions,2024-05-23,5000000.0,Seed,https://www.linkedin.com/company/devigere-biosolutions-pvt-ltd/,www.devigerebiosolutions.com/,Unknown,
Healthledger Diagnostics,2022-09-05,5000000.0,Seed,https://www.linkedin.com/company/healthledgerin,healthledger.co.in,Unknown,
Wildfloc Adventures,2024-02-22,5000000.0,Seed,https://www.linkedin.com/company/wildfloc,www.wildfloc.com,Unknown,
GISKernel,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/giskernel,www.giskernel.com,Unknown,
Vyoamyug Aerospace,,5000000.0,â€”,https://www.linkedin.com/company/vyoamyug,vyoamyug.com,Unknown,
Nova Nova,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/nova-nova,www.novanova.in/,Unknown,
YOLO,2023-06-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/yolo-clusive/about/,getyolo.in/,Unknown,
Bella Rose Apparel Group,2024-02-01,5000000.0,Series C,https://www.linkedin.com/company/bella-rose-apparel-int'l,bellaroseapparel.com,Unknown,
Evermorrow Labs,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/evermorrow-labs/,evermorrowlabs.com/,Unknown,
Tailz,2024-02-09,5000000.0,Pre-Seed,https://www.linkedin.com/company/tailzbybarkpark,www.tailz.in,Unknown,
Lemonade,2023-06-08,5000000.0,Pre-Seed,https://www.linkedin.com/company/shoplemonade/about,lemonade.shop,Unknown,
Kakcho,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/kakcho/?originalSubdomain=in,kakcho.com,Unknown,
WHLIFE (Brand Of ERFAHRUNG EXPLORATIONS PVT LTD),2024-02-15,5000000.0,Angel,,whlife.in,Unknown,
Kore Additive Manufacturing,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/kore-additive-manufacturing-and-medical-reconstruction-pvt-ltd/?originalSubdomain=in,www.koreammr.com/,Unknown,
Aero2astro,2024-06-28,5000000.0,Non-equity Assistance,,www.aero2astro.com/home,Unknown,
Taramandal,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/taramandal,www.taramandal.co.in,Unknown,
Zenma,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/zenma/,zenmacoffee.com/,Unknown,
Unsprawl AI,2024-07-31,5000000.0,Non-equity Assistance,,www.unsprawl.world/,Unknown,
Flinfo,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/whatchinareads/,flinfo.com/,Unknown,
ResellMe,2023-01-01,5000000.0,Seed,https://www.linkedin.com/company/resellme/?originalSubdomain=in,resellme.in/,Unknown,
Local All Natural Soda,2024-02-27,5000000.0,Pre-Seed,https://www.linkedin.com/company/localallnatural,localallnaturalsoda.com,Unknown,
AstroKun,2024-02-01,5000000.0,Seed,https://www.linkedin.com/company/astrokun/?originalSubdomain=in,astrokun.com/,Unknown,
Mobirapid,2024-02-01,5000000.0,Seed,,mobirapid.in,Unknown,
Edze soft,2022-06-29,5000000.0,Seed,https://www.linkedin.com/company/edze-soft,www.edze.in,Unknown,
ENMAZ,2024-03-01,5000000.0,Seed,https://www.linkedin.com/company/enmaz-engineering/,enmaz.com/,Unknown,
ThrustWorks Dynetics,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/thrustworks-dynetics,thrustworksdynetics.in,Unknown,
Kakatiya Energy Systems,2024-10-07,5000000.0,Corporate Round,https://www.linkedin.com/company/kespl/,www.natureswitch.com/,Unknown,
Medblue Innovations,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/83502808/admin/feed/posts/,medblue.in/,Unknown,
Xuriti,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/xuriti,www.xuriti.com,Unknown,
A4 Hospital,2024-10-09,5000000.0,Venture - Series Unknown,,a4hospital.com,Unknown,
Leadup Universe,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/leadup-universe/?originalSubdomain=in,leadupuniverse.com/,Unknown,
Axai,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/axai-finplex/,axai.ai/,Unknown,
Empyreal Galaxy,2024-07-22,5000000.0,Seed,,empyrealgalaxy.com/index.html,Unknown,
NovoEarth,2024-07-01,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/novoearthco/,novoearth.co,Unknown,
Bramhaandco,2024-06-28,5000000.0,Non-equity Assistance,,bramhaandco.com,Unknown,
CI Metrics,2024-04-10,5000000.0,Seed,https://www.linkedin.com/company/ci-metrics/,www.ci-metrics.com/,Unknown,
NCF Labs,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/ncf-labs/,ncflabs.com/,Unknown,
Asarfi Hospital,2024-08-08,5000000.0,Private Equity,https://www.linkedin.com/company/asarfihospital,asarfihospital.com,Unknown,
Neoble,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/neoble/,www.neoble.in/,Unknown,
Simutomy,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/simutomy-medtech/?originalSubdomain=in,www.simutomy.com/,Unknown,
Grel Cabs,2024-04-23,5000000.0,Seed,https://www.linkedin.com/company/snm-cabs,www.grelcabs.com,Unknown,
TrashBotics,2024-09-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/trashbotics/,www.trashbotics.com/index.html,Unknown,
Terra Mauricia,,5000000.0,â€”,https://www.linkedin.com/company/terra-mauricia-ltd/,www.terra.co.mu,Unknown,
Finaleap,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/finaleap-private-ltd/,finaleap.com/,Unknown,
Grabenord,2024-03-14,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/dronify-global-inc,grabenord.com,Unknown,
Anarchy Warzone,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/anarchy-games/,www.anarchy.game/,Unknown,
web5lab,2024-01-08,5000000.0,Pre-Seed,https://www.linkedin.com/company/web5lab,web5lab.net/,Unknown,
Iron Kettle,2022-04-11,5000000.0,Seed,https://www.linkedin.com/company/ironkettletea/,iron-kettle.com/,Unknown,
The Ambition Collective,2024-02-01,5000000.0,Seed,https://www.linkedin.com/company/the-ambition-collective/?originalSubdomain=in,www.theambitioncollective.in/,Unknown,
TriNANO Technologies,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/trinano-technologies/?originalSubdomain=in,tri-nano.co/,Unknown,
Biofilm Engineers,2024-02-01,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/biofilm-engineers-private-limited/?originalSubdomain=in,www.biofilmengineers.in,Unknown,
InstaMed,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/instamed-medicine-delivery/,instamed.in/,Unknown,
WeatherCast,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/weathercast-pvt-ltd/?originalSubdomain=in,www.weathercastsolutions.com/,Unknown,
Stroom,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/stroomin/?originalSubdomain=in,www.stroom.in/,Unknown,
Arza,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/arzalifestyle/,arzalifestyle.com/,Unknown,
Jumbaya,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/jumbaya/?originalSubdomain=in,www.jumbaya.com/,Unknown,
Forensic Cybertech,2022-01-01,5000000.0,Seed,https://www.linkedin.com/company/forensic-cybertech-pvt-ltd/?originalSubdomain=in,forensiccybertech.com/,Unknown,
Gargi,2024-01-01,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/gargibypng/,www.gargi.shop/,Unknown,
Nimble Vision,2024-02-01,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/nimble-vision,nimblevision.io,Unknown,
PedalX,2023-06-13,5000000.0,Seed,https://www.linkedin.com/company/pedalx,pedalx.in,Unknown,
Krushal,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/krushal/?originalSubdomain=in,www.krushal.in/,Unknown,
Space Aura,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/spaceaura/,spaceaura.com/,Unknown,
Moldoc Biotech,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/moldoc-biotech-private-limited/?originalSubdomain=in,moldocbiotech.com/,Unknown,
Expanse Cosmos,2024-06-28,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/expansecosmos/,www.expanse.co.in/lander,Unknown,
Arosia Water,2020-10-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/hydrotecsolutions/,arosia.in/,Unknown,
GRAMePAY,2022-12-25,5000000.0,Seed,https://www.linkedin.com/company/gramepay,gramepay.com,Unknown,
Perception.ai,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/perception-ai-vision/,www.perceptionai.in/,Unknown,
iBOTomate,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/ibotomate/,ibotomate.io/,Unknown,
Bridge Bharat,2024-03-30,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/bridge-bharat/,www.bridgebharat.com,Unknown,
Goodz,2022-11-23,5000000.0,Seed,https://www.linkedin.com/company/goodzindia/,www.goodz.in/,Unknown,
Voltreum,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/voltreum,voltreum.com/,Unknown,
i-Resonate,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/i-resonate/,i-resonate.com/,Unknown,
Nsn Hotels,2024-01-01,5000000.0,Seed,https://www.linkedin.com/showcase/nsn-hotels-pvt-ltd/,www.nsnhotels.com/,Unknown,
AngelBlue,2024-01-01,5000000.0,Seed,,www.angelblue.in/,Unknown,
Anuvi Chemicals,2024-06-21,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/anuvi-chemicals-limited/,www.anuvi.in,Unknown,
Femacare,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/femacare/about/,www.femacare.info/,Unknown,
The Strutt Store,2024-03-30,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/the-strutt-store,thestruttstore.com,Unknown,
Happy Karma,2024-02-01,5000000.0,Seed,,happykarma.in/,Unknown,
Tractor Seva,2024-07-01,5000000.0,Seed,https://www.linkedin.com/company/tractor-seva/,www.tractorseva.com/,Unknown,
AI-Genix,2024-05-24,5000000.0,Non-equity Assistance,https://www.linkedin.com/company/ai-genix-international-pvt-ltd/,www.ai-genix.com,Unknown,
Numelo Technologies,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/numelo-tech/,www.numelo-tech.com/,Unknown,
Flick Studios,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/flick-studios-pvt-ltd/,flickstudios.co.in/,Unknown,
Ohilo,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/ohilo,ohilo.io,Unknown,
DGRakshak,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/dgrakshak-private-limited/,dgrakshak.com/what-do.php,Unknown,
Brela Innovations,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/brela-innovations/,www.brelainnovations.com/,Unknown,
Medantrik,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/medantrik/,medantrik.com/,Unknown,
Urban Forest Company,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/urban-forest-company/,urbanforest.company/,Unknown,
Renoswift,2024-02-01,5000000.0,Seed,https://www.linkedin.com/company/renowswift/,www.renoswift.com/,Unknown,
zoChai,2024-01-01,5000000.0,Seed,https://linkedin.com/company/zochaibrewer,www.zochai.com,Unknown,
Fantail,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/fantailindia/,fantail.in/,Unknown,
Optimile,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/optimileindia/,optimile.co/,Unknown,
Meukron Technologies,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/meukron-technologies/,www.meukron.in/,Unknown,
Muditam Ayurveda,2022-01-01,5000000.0,Seed,https://www.linkedin.com/company/muditam-ayurveda/,www.muditam.com/,Unknown,
Krishi Mandi,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/krishi-mandi,www.krishimandi.in,Unknown,
Accensible Solutions,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/accensible-solutions-pvt-ltd/,accensible.com/,Unknown,
Agrifood Tech,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/agrifoodtechnology/,agrifoodtech.in/,Unknown,
Food Square,2024-05-08,5000000.0,Angel,https://www.linkedin.com/company/food-square-india/?originalSubdomain=in,foodsquare.co.in/,Unknown,
Rowbotix Agtech,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/rowbotix-agtech-pvt-ltd/,www.rowbotix.in/,Unknown,
Figfax,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/figfax/,www.figfax.com/,Unknown,
Ksham Innovation,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/ksham-innovation/,kshaminnovation.in/,Unknown,
Fibonacci Global,2024-03-17,5000000.0,Venture - Series Unknown,https://www.linkedin.com/company/fibonacci-global/,fibonacci.global/,Unknown,
Magnimus,2023-01-01,5000000.0,Seed,https://www.linkedin.com/company/magnimus-systems/,magnimus.com/,Unknown,
Radio Room,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/regional-story-tellers-private-limited/,radioroom.co.in/,Unknown,
Franolaxy Consulting Pvt. Ltd,,5000000.0,â€”,https://in.linkedin.com/company/franolaxyconsulting,www.franolaxy.com,Unknown,
Farmroot Agritech,2024-01-30,5000000.0,Grant,https://www.linkedin.com/company/farmroot-agritech-private-limited/about/,www.farmrootagritech.com/,Unknown,
HappiMynd,2022-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/happimynd/,happimynd.com/,Unknown,
Sparsh Mind Innovations,2024-01-01,5000000.0,Pre-Seed,https://www.linkedin.com/company/sparshmind-innovations/,sparshmindinnovations.com/,Unknown,
The Kenko Life,2024-01-19,5000000.0,Angel,https://www.linkedin.com/company/the-kenko-life,thekenkolife.com/,Unknown,
Urban Farms,2024-01-01,5000000.0,Seed,https://www.linkedin.com/company/urbanfarmsudaipur/,www.urbanfarms.co.in/,Unknown,
myPAL,2021-01-01,5000000.0,Seed,https://www.linkedin.com/company/mypal-arivu/,my-pal.in/,Unknown,
Phicode,2024-01-01,5000000.0,Venture - Series Unknown,https://in.linkedin.com/company/phicodeio,phicode.io,Unknown,
Helo Health,2022-08-10,5000000.0,Seed,https://www.linkedin.com/company/helohealth2021/,helohealth.in/,Unknown,
GalaxEye,2024-11-06,3500000.0,Series A,https://www.linkedin.com/company/galaxeye/,https://galaxeye.space/,Unknown,
Myntra,2024-01-01,54000000.0,Corporate Round,https://www.linkedin.com/company/myntra,https://www.myntra.com/,Unknown,
BiteSpeed,2024-11-13,3500000.0,Seed,https://www.linkedin.com/company/bitespeed,https://bitespeed.co/,Unknown,
Boldfit,2024-11-07,1100000000.0,Series A,https://www.linkedin.com/company/boldfit,https://boldfit.in/,Unknown,
Elchemy,2024-11-25,5600000.0,Series A,https://www.linkedin.com/company/elchemyinternational,https://elchemy.com/,Unknown,
Yes Madam,2024-02-16,1500000.0,Undisclosed,https://in.linkedin.com/company/yes-madam,https://www.yesmadam.com/,Unknown,
EMotorad,2023-11-26,1440000000.0,Series B,https://www.linkedin.com/company/emotorad,https://www.emotorad.com/,Unknown,
Perfora,2024-11-15,398000000.0,Series B,https://www.linkedin.com/company/perforacare,https://perforacare.com/,Unknown,
Stable Money,2024-07-21,1235600000.0,Seed,https://www.linkedin.com/company/stable-money,https://stablemoney.in/,Unknown,
Blitz,2024-11-20,510000000.0,Series A,https://www.linkedin.com/company/grow-simplee,https://www.blitznow.in/,Unknown,
Flam,2024-05-28,380000000.0,Seed,https://www.linkedin.com/company/flamappofficial,https://flamapp.ai/,Unknown,
Krutrim,2024-01-26,50000000.0,Series A,https://www.linkedin.com/company/krutrim,https://olakrutrim.com/,Unknown,
SolarSquare Energy,2024-12-11,40000000.0,Series B,https://www.linkedin.com/company/solarsquare-energy-private-limited,https://solarsquare.in/,Unknown,
The 1% Club,2023-10-30,100000000.0,Seed,https://www.linkedin.com/company/the-1-clubfws,https://www.onepercentclub.io/,Unknown,
Flash.co,2023-09-18,550000000.0,Seed,https://www.linkedin.com/company/flashmonk/,https://www.flash.co/,Unknown,
Hala Mobility,2024-11-04,510000000.0,Seed,https://www.linkedin.com/company/hala-mobility,https://halamobility.in/,Unknown,
Captain Fresh,2024-01-03,2080000000.0,Series C,https://in.linkedin.com/company/captainfresh,https://captainfresh.in/,Unknown,
Dhruva Space,2024-04-22,1230000000.0,Series A,https://www.linkedin.com/company/dhruva-space/,https://www.dhruvaspace.com/,Unknown,
Segmind,2023-07-01,3000000.0,Series A,https://www.linkedin.com/company/segmind,https://segmind.com/,Unknown,
Vegapay,2024-05-30,5500000.0,Seed,https://www.linkedin.com/company/vegapay,https://www.vegapay.tech/,Unknown,
flutrr,2024-07-02,50000000.0,Angel,https://www.linkedin.com/company/flutrr,https://www.flutrr.com/,Unknown,
Aspire,2023-02-14,100000000.0,Series C,https://www.linkedin.com/company/aspire-sea,https://aspireapp.com/,Unknown,
Perceptyne Robots,2024-10-14,250000000.0,Seed,https://www.linkedin.com/company/perceptyne-robots/,https://www.perceptyne.com/,Unknown,
Samunnati,2024-10-09,9490000000.0,Debt Financing,https://www.linkedin.com/company/10200240,https://samunnati.com/,Unknown,
Kreedo Early Childhood Solutions,2024-12-10,100000000.0,Debt Financing,https://www.linkedin.com/company/kreedo-early-childhood-solutions/,http://www.kreedology.com/,Unknown,
Ultrahuman,2024-03-20,25000000.0,Series B,https://www.linkedin.com/company/ultrahuman-healthcare-private-limited/,http://www.ultrahuman.com/,Unknown,
Euler Motors,2024-05-29,2000000000.0,Series C,https://www.linkedin.com/company/eulermotors,https://www.eulermotors.com/,Unknown,
ClearTrust,2024-01-29,157000000.0,Seed,https://www.linkedin.com/company/botman-ninja/,https://cleartrust.cc/,Unknown,
Sunsure Energy,2024-09-18,100000000000.0,Debt Financing,https://www.linkedin.com/company/sunsure,https://www.sunsure-energy.com/,Unknown,
Neo Asset Management,2024-08-12,4000000000.0,Venture - Series Unknown,https://www.linkedin.com/company/neo-asset-mangagement,https://neoassetmanagement.com/,Unknown,
Neysa,2024-10-22,2520000000.0,Series A,https://www.linkedin.com/company/neysanetworks,https://www.neysa.ai/,Unknown,
Onsurity,2024-09-13,2190000000.0,Series B,https://www.linkedin.com/company/onsurity/,https://www.onsurity.com/,Unknown,
ProcMart,2024-03-22,250000000.0,Series B,https://www.linkedin.com/company/procmart,http://www.procmart.com/,Unknown,
Newme,2024-07-18,18000000.0,Series A,https://www.linkedin.com/company/newmein,https://newme.asia/,Unknown,
Pilgrim,2024-08-29,750000000.0,Series B,https://www.linkedin.com/company/discover-pilgrim,https://www.discoverpilgrim.com/,Unknown,
Convin,2024-08-27,6500000.0,Series A,https://www.linkedin.com/company/convin,https://convin.ai/,Unknown,
Kapiva,2024-09-23,835000000.0,Series C,https://www.linkedin.com/company/kapivaayurveda/,https://www.kapiva.in/,Unknown,
Supertails,2024-02-13,1250000000.0,Series B,https://www.linkedin.com/company/supertails,https://supertails.com/,Unknown,
FarMart,2024-05-29,240000000.0,Debt Financing,https://www.linkedin.com/company/farmart--farming-equipments,http://www.farmart.co/,Unknown,
Provident Housing,2024-04-25,11500000000.0,Private Equity,https://www.linkedin.com/company/providenthousing/,https://www.providenthousing.com/,Unknown,
Cloudphysician,2024-06-25,877000000.0,Series A,https://www.linkedin.com/company/cloudphysician,https://cloudphysician.net/,Unknown,
Avanse Financial Services,2024-03-26,10000000000.0,Private Equity,http://www.linkedin.com/company/avanse-financial-services,http://www.avanse.com/,Unknown,
